"Hospital","State","Local Hospital Network (LHN)","Peer group","Interval","Time period","Patient cohort","Number of surgeries","","Median waiting time (days)",".1","Peer group median (days)",".2","Percentage who waited more than 365 days for surgery",".3","Peer group average",".4"
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S03 General surgery","768","","31","","31","","0.001","","0.02",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S03 General surgery","816","","30","","30","","0.001","","0.027",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S03 General surgery","799","","35","","28","","0.0040000000000000001","","0.017999999999999999",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S03 General surgery","775","","36","","28","","0.014","","0.017999999999999999",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S03 General surgery","838","","36","","29","","0.016","","0.014",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S03 General surgery","836","","27","","Not peered","","0.001","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S03 General surgery","729","","27","","Not peered","","0.001","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S04 Gynaecology","528","","55","","37","","0.032000000000000001","","0.014",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S04 Gynaecology","474","","34","","36","","0.034000000000000002","","0.012",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S04 Gynaecology","513","","40","","40","","0.036999999999999998","","0.0060000000000000001",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S04 Gynaecology","453","","61","","42","","0.075","","0.012999999999999999",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S04 Gynaecology","356","","37","","39","","0.034000000000000002","","0.010999999999999999",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S04 Gynaecology","380","","39","","Not peered","","0.0080000000000000002","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S04 Gynaecology","352","","36","","Not peered","","0","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S06 Ophthalmology","<5","","NP","","204","","NP","","0.092999999999999999",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S06 Ophthalmology","120","","57","","197","","0.042000000000000003","","0.076999999999999999",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S06 Ophthalmology","299","","156","","Not peered","","0.047","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S06 Ophthalmology","104","","66","","Not peered","","0.096000000000000002","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S07 Orthopaedic surgery","509","","56","","78","","0.045","","0.075999999999999998",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S07 Orthopaedic surgery","408","","97","","79","","0.17399999999999999","","0.08",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2013–14","S07 Orthopaedic surgery","403","","126","","79","","0.16900000000000001","","0.067000000000000004",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S07 Orthopaedic surgery","482","","182","","79","","0.23400000000000001","","0.060999999999999999",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S07 Orthopaedic surgery","633","","147","","92","","0.15","","0.066000000000000003",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S07 Orthopaedic surgery","563","","136","","Not peered","","0.135","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S07 Orthopaedic surgery","520","","127","","Not peered","","0.108","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S09 Urology","<5","","NP","","27","","NP","","0.014",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2015–16","S09 Urology","<5","","NP","","27","","NP","","0.015",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S09 Urology","<5","","NP","","Not peered","","NP","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S09 Urology","5","","NP","","Not peered","","NP","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2011–12","S11 Other surgery","<5","","NP","","15","","NP","","0.0080000000000000002",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2012–13","S11 Other surgery","<5","","NP","","17","","NP","","0.019",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2014–15","S11 Other surgery","<5","","NP","","12","","NP","","0.0080000000000000002",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2016–17","S11 Other surgery","<5","","NP","","Not peered","","NP","","Not peered",""
"North West Regional Hospital","Tas","Tasmanian Health Service","Large regional hospitals","FY","2017–18","S11 Other surgery","<5","","NP","","Not peered","","NP","","Not peered",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2011–12","S01 Cardio-thoracic surgery","404","","20","","16","","0","","0.001",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2012–13","S01 Cardio-thoracic surgery","345","","37","","17","","0","","0.002",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2013–14","S01 Cardio-thoracic surgery","348","","16","","18","","0","","0.001",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2014–15","S01 Cardio-thoracic surgery","331","","16","","16","","0","","0.001",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2015–16","S01 Cardio-thoracic surgery","277","","31","","16","","0","","0.001",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2016–17","S01 Cardio-thoracic surgery","292","","27","","Not peered","","0","","Not peered",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2017–18","S01 Cardio-thoracic surgery","299","","46","","Not peered","","0.0030000000000000001","","Not peered",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2011–12","S02 Ear, nose and throat surgery","489","","123","","51","","0.091999999999999998","","0.07",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2012–13","S02 Ear, nose and throat surgery","434","","106","","53","","0.217","","0.072999999999999995",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2013–14","S02 Ear, nose and throat surgery","446","","103","","57","","0.063","","0.058000000000000003",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2014–15","S02 Ear, nose and throat surgery","461","","161","","57","","0.086999999999999994","","0.047",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2015–16","S02 Ear, nose and throat surgery","685","","142","","67","","0.085","","0.05",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2016–17","S02 Ear, nose and throat surgery","502","","97","","Not peered","","0.03","","Not peered",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2017–18","S02 Ear, nose and throat surgery","521","","106","","Not peered","","0.06","","Not peered",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2011–12","S03 General surgery","1619","","48","","28","","0.183","","0.027",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2012–13","S03 General surgery","1642","","56","","27","","0.13300000000000001","","0.031",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2013–14","S03 General surgery","1503","","55","","28","","0.062","","0.025",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2014–15","S03 General surgery","1461","","56","","26","","0.14699999999999999","","0.016",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2015–16","S03 General surgery","1757","","111","","28","","0.20300000000000001","","0.021999999999999999",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2016–17","S03 General surgery","1196","","47","","Not peered","","0.025999999999999999","","Not peered",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2017–18","S03 General surgery","1055","","48","","Not peered","","0.050999999999999997","","Not peered",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2011–12","S04 Gynaecology","820","","26","","27","","0","","0.012999999999999999",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2012–13","S04 Gynaecology","773","","25","","28","","0.001","","0.019",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2013–14","S04 Gynaecology","755","","31","","27","","0.010999999999999999","","0.010999999999999999",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2014–15","S04 Gynaecology","750","","28","","26","","0.035","","0.0089999999999999993",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2015–16","S04 Gynaecology","861","","53","","27","","0.18099999999999999","","0.017999999999999999",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2016–17","S04 Gynaecology","867","","80","","Not peered","","0.13100000000000001","","Not peered",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2017–18","S04 Gynaecology","786","","47","","Not peered","","0.035999999999999997","","Not peered",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2011–12","S05 Neurosurgery","287","","66","","32","","0.13900000000000001","","0.03",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2012–13","S05 Neurosurgery","342","","86","","31","","0.123","","0.03",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2013–14","S05 Neurosurgery","344","","60","","31","","0.099000000000000005","","0.035999999999999997",""
"Royal Hobart Hospital","Tas","Tasmanian Health Service","Major hospitals","FY","2014–15","S05 Neurosurgery","349","","55","","30","","0.076999999999999999","","0.01",""
