"Hospital","State","Peer group","Time period","Type of case","Proxy reporting","Cases","Patient days under surveillance","Rate per 10,000 patient days","","Peer group average"
"Roxby Downs Health Service","SA","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Roxby Downs Health Service","SA","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Roxby Downs Health Service","SA","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Roxby Downs Health Service","SA","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Roxby Downs Health Service","SA","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Roxby Downs Health Service","SA","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Roxby Downs Health Service","SA","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Roxby Downs Health Service","SA","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Roxby Downs Health Service","SA","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Roxby Downs Health Service","SA","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Royal Adelaide Hospital","SA","Major hospitals","2010–11","Total","","63","283437","2.22","","1.63"
"Royal Adelaide Hospital","SA","Major hospitals","2011–12","Total","","61","291018","2.10","","1.41"
"Royal Adelaide Hospital","SA","Major hospitals","2012–13","Total","","39","285245","1.37","","1.36"
"Royal Adelaide Hospital","SA","Major hospitals","2013–14","Total","","27","291651","0.93","","1.32"
"Royal Adelaide Hospital","SA","Major hospitals","2014–15","Total","","37","289213","1.28","","1.12"
"Royal Adelaide Hospital","SA","Major hospitals","2015–16","Total","","34","278467","1.22","","1.02"
"Royal Adelaide Hospital","SA","Major hospitals","2016–17","Total","","43","289055","1.49","","1.08"
"Royal Adelaide Hospital","SA","Major hospitals","2017–18","Total","","34","279005","1.22","","1"
"Royal Adelaide Hospital","SA","Major hospitals","2016–17","MRSA","","10","289055","0.35","","0.21"
"Royal Adelaide Hospital","SA","Major hospitals","2017–18","MRSA","","5","279005","0.18","","0.18"
"Royal Adelaide Hospital","SA","Major hospitals","2016–17","MSSA","","33","289055","1.14","","0.87"
"Royal Adelaide Hospital","SA","Major hospitals","2017–18","MSSA","","29","279005","1.04","","0.81"
"Snowtown Hospital and Health Service","SA","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Snowtown Hospital and Health Service","SA","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"South Coast District Hospital","SA","Unpeered","2010–11","Total","","0","8602","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2011–12","Total","","0","9863","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2012–13","Total","","0","10221","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2013–14","Total","","0","10628","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2014–15","Total","","0","11319","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2015–16","Total","","1","10927","0.92","","Not peered"
"South Coast District Hospital","SA","Unpeered","2016–17","Total","","0","11848","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2017–18","Total","","0","14441","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2016–17","MRSA","","0","11848","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2017–18","MRSA","","0","14441","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2016–17","MSSA","","0","11848","0","","Not peered"
"South Coast District Hospital","SA","Unpeered","2017–18","MSSA","","0","14441","0","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Southern Yorke Peninsula Health Service (Yorketown)","SA","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"St Margaret's Hospital","SA","Unpeered","2010–11","Total","Data reported under The Queen Elizabeth Hospital","-","-","-","","-"
"St Margaret's Hospital","SA","Unpeered","2011–12","Total","Data reported under The Queen Elizabeth Hospital","-","-","-","","-"
"St Margaret's Hospital","SA","Unpeered","2012–13","Total","Data reported under The Queen Elizabeth Hospital","-","-","-","","-"
"St Margaret's Hospital","SA","Unpeered","2013–14","Total","Data reported under The Queen Elizabeth Hospital","-","-","-","","-"
"St Margaret's Hospital","SA","Unpeered","2014–15","Total","",NA,NA,NA,"","Not peered"
"St Margaret's Hospital","SA","Unpeered","2015–16","Total","",NA,NA,NA,"","Not peered"
"St Margaret's Hospital","SA","Unpeered","2016–17","Total","",NA,NA,NA,"","Not peered"
"St Margaret's Hospital","SA","Unpeered","2017–18","Total","",NA,NA,NA,"","Not peered"
"St Margaret's Hospital","SA","Unpeered","2016–17","MRSA","",NA,NA,NA,"","Not peered"
"St Margaret's Hospital","SA","Unpeered","2017–18","MRSA","",NA,NA,NA,"","Not peered"
"St Margaret's Hospital","SA","Unpeered","2016–17","MSSA","",NA,NA,NA,"","Not peered"
"St Margaret's Hospital","SA","Unpeered","2017–18","MSSA","",NA,NA,NA,"","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2012–13","Total","","0","5085","0","","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2013–14","Total","","0","5778","0","","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2014–15","Total","","0","5661","0","","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2015–16","Total","","0","5260","0","","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2016–17","Total","","0","5554","0","","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2017–18","Total","","0","5979","0","","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2016–17","MRSA","","0","5554","0","","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2017–18","MRSA","","0","5979","0","","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2016–17","MSSA","","0","5554","0","","Not peered"
"Strathalbyn and District Health Service","SA","Unpeered","2017–18","MSSA","","0","5979","0","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2017–18","Total","","0","8563","0","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2017–18","MRSA","","0","8563","0","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Streaky Bay Hospital","SA","Unpeered","2017–18","MSSA","","0","8563","0","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2012–13","Total","","1","<5,000","NP","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Tailem Bend District Hospital","SA","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2010–11","Total","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2011–12","Total","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Tanunda War Memorial Hospital","SA","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"The Queen Elizabeth Hospital","SA","Large hospitals","2010–11","Total","Includes data for St Margaret's Hospital","22","155675","1.41","","1"
"The Queen Elizabeth Hospital","SA","Large hospitals","2011–12","Total","Includes data for St Margaret's Hospital","16","158276","1.01","","0.93"
"The Queen Elizabeth Hospital","SA","Large hospitals","2012–13","Total","Includes data for St Margaret's Hospital","11","154701","0.71","","0.97"
"The Queen Elizabeth Hospital","SA","Large hospitals","2013–14","Total","Includes data for St Margaret's Hospital","10","156842","0.64","","0.85"
"The Queen Elizabeth Hospital","SA","Large hospitals","2014–15","Total","","20","142242","1.41","","0.80"
"The Queen Elizabeth Hospital","SA","Large hospitals","2015–16","Total","","17","135859","1.25","","0.68"
"The Queen Elizabeth Hospital","SA","Large hospitals","2016–17","Total","","16","130579","1.23","","0.73"
"The Queen Elizabeth Hospital","SA","Large hospitals","2017–18","Total","","11","132945","0.83","","0.67"
"The Queen Elizabeth Hospital","SA","Large hospitals","2016–17","MRSA","","4","130579","0.31","","0.14"
"The Queen Elizabeth Hospital","SA","Large hospitals","2017–18","MRSA","","2","132945","0.15","","0.10"
"The Queen Elizabeth Hospital","SA","Large hospitals","2016–17","MSSA","","12","130579","0.92","","0.60"
"The Queen Elizabeth Hospital","SA","Large hospitals","2017–18","MSSA","","9","132945","0.68","","0.56"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2012–13","Total","","0","<5,000","NP","","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2013–14","Total","","0","<5,000","NP","","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2014–15","Total","","0","<5,000","NP","","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2015–16","Total","","0","<5,000","NP","","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2016–17","Total","","0","<5,000","NP","","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2017–18","Total","","0","<5,000","NP","","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2016–17","MRSA","","0","<5,000","NP","","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2017–18","MRSA","","0","<5,000","NP","","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2016–17","MSSA","","0","<5,000","NP","","Not peered"
"Tumby Bay Hospital and Health Services","SA","Unpeered","2017–18","MSSA","","0","<5,000","NP","","Not peered"
"Waikerie Health Service","SA","Unpeered","2010–11","Total","",NA,NA,NA,"","Not peered"
"Waikerie Health Service","SA","Unpeered","2011–12","Total","",NA,NA,NA,"","Not peered"
